order_id,order_date,region,customer_segment,category,fulfillment_mode,units_sold,unit_price,discount,sales,profit,inventory_on_hand,reorder_point,stockout_flag,processing_hours
747,2025-04-14,BC,Consumer,Grocery,Standard,4,28.03,0.05,106.51,14.67,53,50,0,3.0
748,2025-08-01,Quebec,Consumer,Health & Beauty,Express,7,41.83,0,292.81,91.22,20,50,1,8.1
749,2025-09-12,Atlantic,Consumer,Home,Pickup,3,54.43,0.05,155.13,33.34,122,37,0,4.6
750,2025-01-04,Prairies,Small Business,Electronics,Same Day,3,80.04,0,240.12,20.47,220,26,0,5.3
751,2025-11-01,Atlantic,Small Business,Office Supplies,Express,4,29.7,0,118.8,28.03,149,49,0,3.3
752,2025-08-29,Ontario,Consumer,Electronics,Standard,3,103.33,0,309.99,37.09,13,40,0,10.0
753,2025-04-28,Quebec,Small Business,Apparel,Pickup,5,67.76,0.2,271.04,45.55,129,33,0,4.9
754,2025-03-27,Quebec,Small Business,Electronics,Pickup,3,234.98,0,704.94,107.62,103,20,0,7.0
755,2025-02-18,Atlantic,Small Business,Electronics,Standard,5,178.94,0.15,760.5,30.91,12,40,1,7.0
756,2025-07-18,Quebec,Consumer,Health & Beauty,Same Day,3,25.47,0.1,68.77,20.2,121,48,0,7.2
757,2025-02-17,Quebec,Corporate,Office Supplies,Standard,5,41.37,0,206.85,61.97,162,55,0,6.0
758,2025-06-20,Quebec,Consumer,Office Supplies,Standard,1,19.27,0.2,15.42,-0.31,153,51,0,6.6
759,2025-04-20,Ontario,Consumer,Home,Same Day,1,48.07,0.2,38.46,1.66,19,31,1,3.3
760,2025-04-18,Atlantic,Consumer,Office Supplies,Pickup,5,9.84,0.1,44.28,11.72,46,32,0,5.1
761,2025-09-17,Atlantic,Consumer,Health & Beauty,Pickup,5,31.64,0,158.2,56.43,64,44,0,6.0
762,2025-07-02,Atlantic,Corporate,Apparel,Pickup,4,41.8,0.05,158.84,46.63,111,49,0,4.0
763,2025-11-05,Prairies,Consumer,Seasonal,Pickup,7,66.93,0.1,421.66,32.76,5,52,1,8.5
764,2025-08-28,Atlantic,Small Business,Seasonal,Express,4,61.71,0,246.84,47.43,195,51,0,5.2
765,2025-07-02,Quebec,Consumer,Grocery,Standard,6,7.81,0,46.86,8.44,161,21,0,6.3
766,2025-12-14,Quebec,Corporate,Grocery,Standard,1,26.2,0,26.2,4.17,22,49,0,6.5
767,2025-03-01,BC,Small Business,Home,Pickup,5,53.83,0.15,228.78,8.8,141,46,0,3.5
768,2025-01-10,Quebec,Small Business,Health & Beauty,Standard,4,28.64,0.05,108.83,29.65,50,25,0,6.6
769,2025-09-18,Prairies,Small Business,Health & Beauty,Standard,7,20.65,0,144.55,44.81,97,26,0,6.7
770,2025-01-19,Prairies,Corporate,Apparel,Express,5,26.63,0,133.15,36.77,22,54,0,8.0
771,2025-12-28,Atlantic,Small Business,Office Supplies,Standard,1,40.08,0,40.08,10.36,148,42,0,4.4
772,2025-03-02,BC,Corporate,Electronics,Pickup,1,234.7,0.1,211.23,7.92,84,29,0,4.9
773,2025-12-30,Ontario,Consumer,Electronics,Standard,4,155.19,0.2,496.61,-26.81,92,51,0,4.5
774,2025-06-14,Ontario,Corporate,Seasonal,Pickup,3,44.38,0.1,119.83,13.51,181,34,0,8.1
775,2025-10-16,Prairies,Small Business,Grocery,Same Day,3,16.59,0,49.77,8.41,97,24,0,7.3
776,2025-09-02,Quebec,Corporate,Electronics,Pickup,3,205.07,0.05,584.45,107.06,82,23,0,11.1
777,2025-09-04,Ontario,Corporate,Office Supplies,Pickup,3,32.59,0.05,92.88,23.57,218,27,0,6.7
778,2025-09-10,Prairies,Corporate,Home,Express,2,39.46,0.05,74.97,24.6,18,43,1,9.6
779,2025-05-25,Atlantic,Corporate,Apparel,Same Day,7,83.05,0.15,494.15,89.8,138,34,0,9.3
780,2025-01-06,Quebec,Small Business,Apparel,Pickup,1,35.94,0.1,32.35,6.85,139,52,0,3.4
781,2025-02-05,Quebec,Consumer,Electronics,Same Day,3,108.22,0.05,308.43,19.55,205,23,0,2.1
782,2025-01-12,Quebec,Small Business,Health & Beauty,Pickup,2,24.0,0,48.0,15.84,128,27,0,6.1
783,2025-05-05,Quebec,Consumer,Grocery,Pickup,3,11.75,0,35.25,9.49,165,33,0,7.6
784,2025-08-06,BC,Small Business,Grocery,Standard,1,19.39,0.1,17.45,1.7,199,55,0,5.7
785,2025-09-10,Ontario,Corporate,Electronics,Express,2,233.8,0,467.6,74.46,15,40,0,8.2
786,2025-03-08,Quebec,Consumer,Office Supplies,Express,7,28.68,0.1,180.68,19.98,161,55,0,6.3
787,2025-06-23,Quebec,Small Business,Electronics,Standard,6,94.83,0,568.98,51.56,13,23,1,8.3
788,2025-10-24,Quebec,Small Business,Home,Same Day,3,76.94,0,230.82,48.61,117,55,0,3.9
789,2025-12-01,Prairies,Consumer,Health & Beauty,Express,4,39.58,0,158.32,55.86,15,46,0,3.5
790,2025-12-27,BC,Consumer,Electronics,Pickup,5,121.1,0,605.5,85.65,107,40,0,3.4
791,2025-09-24,Quebec,Consumer,Office Supplies,Standard,5,32.69,0,163.45,47.0,49,42,0,1.1
792,2025-06-27,Quebec,Consumer,Seasonal,Pickup,5,47.82,0.05,227.14,43.36,30,37,0,7.9
793,2025-07-30,Quebec,Small Business,Seasonal,Standard,4,80.14,0,320.56,66.86,109,46,0,2.6
794,2025-06-01,Prairies,Consumer,Electronics,Express,2,250.44,0.15,425.75,8.81,215,34,0,4.0
795,2025-04-04,Ontario,Corporate,Apparel,Pickup,2,26.15,0,52.3,16.92,126,47,0,5.9
796,2025-02-16,Quebec,Small Business,Office Supplies,Same Day,5,31.06,0.15,132.0,24.56,16,43,1,8.9
797,2025-01-11,Ontario,Consumer,Home,Express,3,43.02,0,129.06,41.2,42,47,1,7.0
798,2025-04-09,Quebec,Corporate,Grocery,Same Day,3,28.63,0,85.89,13.74,140,51,0,6.0
799,2025-04-14,Quebec,Small Business,Electronics,Express,1,121.76,0,121.76,20.35,10,24,1,5.4
800,2025-10-12,Quebec,Consumer,Office Supplies,Same Day,6,41.82,0.1,225.83,43.61,96,31,0,2.6
801,2025-04-10,Atlantic,Consumer,Office Supplies,Standard,4,41.54,0.1,149.54,36.58,127,42,0,7.0
802,2025-09-21,Quebec,Small Business,Apparel,Standard,3,40.84,0.15,104.14,18.55,181,42,0,5.5
803,2025-05-26,Prairies,Corporate,Home,Standard,6,82.09,0.1,443.29,99.21,41,52,1,8.7
804,2025-03-26,BC,Consumer,Home,Standard,6,67.99,0.1,367.15,65.46,202,51,0,7.3
805,2025-04-20,Prairies,Consumer,Office Supplies,Pickup,4,47.23,0,188.92,43.78,10,49,1,6.8
806,2025-11-13,Prairies,Corporate,Electronics,Express,3,271.64,0.05,774.17,52.59,150,55,0,7.2
807,2025-05-14,Atlantic,Consumer,Apparel,Pickup,5,40.57,0.2,162.28,31.79,159,49,0,5.7
808,2025-05-30,Prairies,Corporate,Office Supplies,Express,5,20.51,0,102.55,28.35,118,26,0,5.6
809,2025-02-15,BC,Consumer,Electronics,Same Day,5,213.44,0.2,853.76,-32.49,152,21,0,3.7
810,2025-09-17,BC,Small Business,Electronics,Pickup,1,195.34,0.15,166.04,0.58,113,25,0,2.1
811,2025-06-30,Atlantic,Corporate,Grocery,Express,6,27.25,0.15,138.97,10.7,191,49,0,4.6
812,2025-09-03,Prairies,Consumer,Home,Pickup,4,102.43,0.15,348.26,42.54,212,51,0,7.6
813,2025-01-07,Prairies,Consumer,Apparel,Express,5,33.25,0.05,157.94,36.63,126,20,0,7.7
814,2025-06-28,BC,Small Business,Grocery,Express,5,20.66,0,103.3,21.84,217,25,0,6.5
815,2025-01-22,Quebec,Corporate,Seasonal,Standard,2,80.42,0,160.84,41.15,59,27,0,4.3
816,2025-12-05,Atlantic,Corporate,Health & Beauty,Express,1,17.7,0.05,16.81,4.64,157,31,0,8.6
817,2025-07-30,Atlantic,Corporate,Home,Standard,3,56.01,0.1,151.23,19.92,119,52,0,6.3
818,2025-09-28,Atlantic,Corporate,Grocery,Express,4,16.35,0,65.4,7.96,43,50,0,4.9
819,2025-01-06,Quebec,Corporate,Grocery,Same Day,8,26.47,0,211.76,49.83,14,30,1,9.4
820,2025-01-04,Atlantic,Consumer,Seasonal,Standard,3,61.31,0.05,174.73,36.64,28,51,0,7.1
821,2025-03-29,Atlantic,Consumer,Apparel,Same Day,1,37.35,0,37.35,11.74,184,32,0,6.5
822,2025-11-11,Quebec,Consumer,Electronics,Same Day,4,98.29,0.2,314.53,-13.99,73,52,0,6.9
823,2025-11-20,Prairies,Corporate,Home,Express,3,38.06,0,114.18,28.72,212,21,0,9.1
824,2025-11-20,BC,Small Business,Office Supplies,Express,3,24.33,0.05,69.34,12.42,198,24,0,5.3
825,2025-05-13,Quebec,Small Business,Health & Beauty,Same Day,4,34.85,0.1,125.46,25.85,188,37,0,8.6
826,2025-10-11,Atlantic,Corporate,Office Supplies,Pickup,3,30.61,0.1,82.65,19.32,194,38,0,5.0
827,2025-02-07,Prairies,Consumer,Home,Express,2,106.39,0.2,170.22,12.48,205,36,0,5.7
828,2025-01-17,BC,Corporate,Office Supplies,Pickup,4,46.55,0.2,148.96,29.61,82,30,0,3.0
829,2025-11-13,BC,Corporate,Apparel,Standard,1,35.71,0.05,33.92,10.63,178,37,0,2.3
830,2025-09-19,BC,Consumer,Seasonal,Standard,3,52.98,0.05,150.99,25.33,89,49,0,7.6
831,2025-02-09,Quebec,Small Business,Grocery,Pickup,4,20.22,0.2,64.7,-0.9,32,36,1,6.8
832,2025-07-10,Prairies,Corporate,Health & Beauty,Pickup,6,24.26,0.15,123.73,29.33,185,36,0,5.6
833,2025-02-24,Ontario,Corporate,Electronics,Standard,6,155.01,0,930.06,131.52,213,53,0,2.3
834,2025-01-22,Atlantic,Corporate,Office Supplies,Express,4,59.1,0,236.4,69.66,189,48,0,6.8
835,2025-03-10,Ontario,Small Business,Electronics,Same Day,6,218.75,0,1312.5,156.99,191,28,0,5.8
836,2025-06-11,BC,Corporate,Office Supplies,Pickup,6,34.16,0.05,194.71,34.23,74,39,0,5.3
837,2025-06-11,Atlantic,Consumer,Seasonal,Same Day,2,14.5,0.1,26.1,1.62,27,38,0,5.3
838,2025-12-11,Atlantic,Consumer,Office Supplies,Pickup,2,36.31,0.1,65.36,14.66,33,54,0,5.0
839,2025-05-25,Quebec,Consumer,Grocery,Same Day,2,14.75,0,29.5,5.85,92,21,0,5.0
840,2025-05-28,Prairies,Consumer,Grocery,Standard,4,17.53,0,70.12,8.29,144,29,0,3.2
841,2025-09-18,Atlantic,Consumer,Grocery,Express,4,24.5,0.2,78.4,4.81,152,51,0,3.8
842,2025-11-30,Quebec,Consumer,Health & Beauty,Standard,4,24.35,0,97.4,35.81,32,22,0,6.8
843,2025-08-06,Ontario,Corporate,Seasonal,Standard,3,76.26,0.05,217.34,33.19,161,31,0,5.7
844,2025-06-22,BC,Consumer,Health & Beauty,Express,2,21.85,0.2,34.96,5.25,55,53,0,5.0
845,2025-08-23,Prairies,Corporate,Electronics,Pickup,2,80.06,0,160.12,24.35,149,23,0,7.8
846,2025-09-18,Prairies,Consumer,Seasonal,Same Day,1,51.69,0.15,43.94,1.78,105,40,0,6.9
847,2025-07-01,Prairies,Small Business,Home,Same Day,2,74.14,0,148.28,29.24,81,30,0,7.7
848,2025-07-12,Atlantic,Small Business,Health & Beauty,Pickup,3,17.57,0.1,47.44,10.81,118,46,0,6.4
849,2025-09-15,Quebec,Consumer,Office Supplies,Pickup,4,31.02,0,124.08,34.88,45,50,1,9.7
850,2025-04-26,Quebec,Corporate,Home,Same Day,5,70.9,0.2,283.6,32.7,193,38,0,2.7
851,2025-05-08,Prairies,Consumer,Seasonal,Express,8,55.42,0,443.36,92.03,72,47,0,5.3
852,2025-11-13,Atlantic,Consumer,Health & Beauty,Standard,3,10.07,0.15,25.68,6.08,18,22,0,6.8
853,2025-04-19,Ontario,Consumer,Home,Standard,7,49.18,0,344.26,85.56,170,28,0,6.1
854,2025-07-15,Quebec,Consumer,Health & Beauty,Express,4,27.53,0,110.12,38.64,10,22,1,6.3
855,2025-09-17,Ontario,Small Business,Seasonal,Pickup,3,68.05,0.2,163.32,8.86,32,22,0,4.6
856,2025-05-12,BC,Corporate,Home,Standard,4,67.62,0,270.48,79.82,177,48,0,6.3
857,2025-03-25,BC,Small Business,Office Supplies,Pickup,4,30.58,0.05,116.2,32.74,132,49,0,4.2
858,2025-01-17,BC,Small Business,Home,Pickup,2,81.4,0.05,154.66,42.95,204,33,0,6.2
859,2025-04-25,BC,Consumer,Office Supplies,Same Day,5,39.39,0,196.95,54.69,42,51,0,3.6
860,2025-02-27,BC,Consumer,Electronics,Express,1,254.63,0.15,216.44,11.0,149,28,0,7.5
861,2025-10-25,BC,Consumer,Health & Beauty,Pickup,4,31.98,0.15,108.73,25.2,153,36,0,2.1
862,2025-06-05,Prairies,Consumer,Seasonal,Standard,3,61.21,0.15,156.09,10.1,72,46,0,9.4
863,2025-02-09,BC,Consumer,Health & Beauty,Express,1,15.62,0.1,14.06,3.44,37,31,0,6.6
864,2025-08-03,Quebec,Corporate,Home,Standard,4,91.82,0.15,312.19,37.34,107,23,0,5.5
865,2025-03-01,Ontario,Consumer,Home,Pickup,6,68.32,0,409.92,94.35,28,32,0,5.4
866,2025-01-21,BC,Small Business,Electronics,Standard,3,70.36,0.2,168.86,0.69,19,55,0,5.9
867,2025-07-21,Ontario,Corporate,Electronics,Same Day,1,165.73,0,165.73,20.79,65,47,0,2.9
868,2025-09-27,Prairies,Consumer,Health & Beauty,Same Day,3,26.33,0.05,75.04,23.48,209,52,0,6.2
869,2025-07-23,Atlantic,Small Business,Seasonal,Same Day,7,66.21,0,463.47,99.5,49,31,0,5.3
870,2025-06-30,Atlantic,Consumer,Seasonal,Pickup,7,18.63,0,130.41,40.8,157,24,0,4.0
871,2025-01-15,Ontario,Corporate,Electronics,Pickup,1,92.51,0,92.51,13.52,101,53,0,5.5
872,2025-04-02,Quebec,Consumer,Health & Beauty,Standard,3,46.14,0.2,110.74,17.71,107,49,0,3.6
873,2025-04-30,BC,Small Business,Electronics,Pickup,4,38.9,0.05,147.82,6.96,144,48,0,8.6
874,2025-05-05,BC,Small Business,Electronics,Express,5,299.25,0.05,1421.44,108.34,107,54,0,4.1
875,2025-09-27,Prairies,Corporate,Grocery,Same Day,6,19.42,0.1,104.87,3.98,200,51,0,9.3
876,2025-07-31,Quebec,Corporate,Health & Beauty,Express,5,29.53,0.1,132.89,32.71,46,44,0,5.7
877,2025-08-11,Atlantic,Corporate,Grocery,Standard,3,32.29,0,96.87,11.68,3,54,0,2.0
878,2025-09-07,Prairies,Small Business,Office Supplies,Express,5,35.8,0.1,161.1,26.4,87,31,0,5.6
879,2025-06-14,Quebec,Small Business,Apparel,Pickup,8,40.08,0.05,304.61,82.56,125,27,0,5.8
880,2025-11-22,Prairies,Corporate,Health & Beauty,Pickup,3,28.12,0.2,67.49,9.84,157,22,0,7.6
881,2025-04-09,Prairies,Small Business,Grocery,Standard,5,21.92,0,109.6,20.47,153,41,0,3.8
882,2025-05-02,Quebec,Corporate,Electronics,Pickup,4,156.13,0.15,530.84,-22.02,63,23,0,4.0
883,2025-08-04,Ontario,Consumer,Home,Standard,2,78.87,0.2,126.19,7.72,73,28,0,5.0
884,2025-08-30,Ontario,Small Business,Electronics,Standard,4,226.49,0,905.96,113.53,132,32,0,7.6
885,2025-06-11,Atlantic,Consumer,Seasonal,Same Day,4,48.92,0.1,176.11,24.52,214,23,0,3.4
886,2025-04-10,BC,Small Business,Health & Beauty,Standard,7,25.17,0,176.19,56.71,87,24,0,6.8
887,2025-12-05,BC,Corporate,Seasonal,Pickup,4,61.78,0,247.12,55.06,190,38,0,6.3
888,2025-08-29,Atlantic,Corporate,Electronics,Pickup,5,224.76,0,1123.8,201.77,191,55,0,3.6
889,2025-05-11,Prairies,Consumer,Apparel,Standard,1,66.35,0.05,63.03,15.84,55,32,0,8.5
890,2025-03-31,Quebec,Consumer,Seasonal,Pickup,1,109.92,0.15,93.43,7.94,184,28,0,2.7
891,2025-03-08,Quebec,Corporate,Apparel,Standard,2,58.42,0.1,105.16,22.25,194,55,0,5.4
892,2025-07-23,Prairies,Consumer,Office Supplies,Pickup,7,57.78,0,404.46,90.66,58,53,0,4.7
893,2025-01-02,Atlantic,Small Business,Apparel,Express,8,37.33,0,298.64,80.3,85,54,0,7.0
894,2025-11-25,Ontario,Corporate,Office Supplies,Standard,4,22.34,0,89.36,25.5,106,45,0,3.9
895,2025-09-26,Atlantic,Small Business,Home,Pickup,1,62.26,0.15,52.92,8.11,180,40,0,3.5
896,2025-06-03,Atlantic,Small Business,Seasonal,Pickup,5,78.49,0.05,372.83,73.36,73,45,0,4.2
897,2025-11-12,Prairies,Consumer,Seasonal,Standard,3,66.62,0,199.86,42.96,6,37,1,6.0
898,2025-05-30,BC,Small Business,Home,Pickup,3,78.46,0.15,200.07,17.97,44,34,0,8.0
899,2025-03-11,BC,Small Business,Grocery,Same Day,3,13.39,0.2,32.14,0.32,106,50,0,8.4
900,2025-07-17,Atlantic,Consumer,Grocery,Same Day,1,22.58,0.05,21.45,3.43,116,51,0,3.6
901,2025-02-26,Prairies,Corporate,Home,Same Day,4,91.4,0,365.6,83.4,72,50,0,10.1
902,2025-02-06,Atlantic,Small Business,Health & Beauty,Same Day,3,24.95,0.05,71.11,22.73,43,52,1,9.0
903,2025-10-27,BC,Consumer,Seasonal,Same Day,3,51.6,0.05,147.06,25.31,110,34,0,6.5
904,2025-08-26,Atlantic,Small Business,Seasonal,Express,2,12.06,0.05,22.91,2.66,72,28,0,2.8
905,2025-03-19,Atlantic,Consumer,Seasonal,Standard,3,38.93,0,116.79,25.0,82,40,0,2.0
906,2025-05-30,Atlantic,Corporate,Seasonal,Express,2,42.37,0,84.74,19.71,100,43,0,9.1
907,2025-04-12,Prairies,Corporate,Seasonal,Pickup,2,60.88,0.15,103.5,14.99,56,26,0,8.6
908,2025-05-15,Quebec,Small Business,Apparel,Same Day,2,16.67,0.15,28.34,4.28,1,41,1,7.6
909,2025-01-01,Atlantic,Small Business,Home,Pickup,2,75.39,0.15,128.16,9.67,172,41,0,8.2
910,2025-02-16,BC,Corporate,Home,Pickup,1,74.38,0.2,59.5,2.92,145,51,0,6.3
911,2025-06-21,Ontario,Small Business,Health & Beauty,Pickup,2,11.38,0,22.76,9.48,199,26,0,2.7
912,2025-06-29,Prairies,Corporate,Office Supplies,Same Day,1,26.18,0,26.18,7.41,203,33,0,5.2
913,2025-07-27,Atlantic,Small Business,Seasonal,Pickup,3,59.58,0.2,142.99,5.38,55,51,0,5.2
914,2025-09-21,Prairies,Small Business,Grocery,Standard,1,25.84,0,25.84,6.89,45,35,0,4.9
915,2025-07-15,BC,Corporate,Health & Beauty,Standard,2,20.94,0.1,37.69,9.17,200,51,0,3.8
916,2025-05-24,Atlantic,Small Business,Home,Pickup,5,51.77,0.15,220.02,28.91,169,44,0,8.9
917,2025-07-19,Prairies,Corporate,Apparel,Pickup,5,40.64,0.2,162.56,18.94,87,29,0,6.4
918,2025-04-15,Atlantic,Consumer,Office Supplies,Pickup,7,33.54,0.1,211.3,29.4,195,28,0,5.4
919,2025-09-13,Ontario,Small Business,Office Supplies,Same Day,5,45.6,0.1,205.2,27.89,47,20,0,6.4
920,2025-12-27,Quebec,Consumer,Health & Beauty,Pickup,4,28.95,0.15,98.43,21.15,92,32,0,8.8
921,2025-04-11,BC,Consumer,Electronics,Pickup,1,153.6,0.15,130.56,3.52,108,20,0,2.5
922,2025-11-12,Prairies,Small Business,Health & Beauty,Express,7,16.54,0.1,104.2,30.6,40,46,0,8.8
923,2025-09-03,Ontario,Small Business,Office Supplies,Pickup,4,40.48,0.2,129.54,17.46,135,31,0,6.5
924,2025-05-28,Quebec,Consumer,Electronics,Standard,2,134.63,0.15,228.87,-2.84,108,51,0,5.1
925,2025-03-10,Atlantic,Small Business,Office Supplies,Standard,3,31.06,0,93.18,24.36,104,23,0,4.4
926,2025-06-30,Prairies,Corporate,Electronics,Pickup,3,248.44,0.05,708.05,135.78,202,39,0,5.2
927,2025-10-16,BC,Small Business,Seasonal,Pickup,2,71.99,0.05,136.78,26.47,202,32,0,5.0
928,2025-04-23,Atlantic,Corporate,Grocery,Pickup,2,18.73,0.1,33.71,2.51,165,34,0,5.6
929,2025-04-29,Quebec,Small Business,Health & Beauty,Pickup,7,22.87,0.2,128.07,20.87,184,32,0,10.0
930,2025-11-17,Atlantic,Small Business,Apparel,Pickup,1,40.36,0.15,34.31,6.02,13,32,0,7.7
931,2025-09-13,Quebec,Small Business,Seasonal,Same Day,3,80.98,0,242.94,76.83,63,51,0,4.6
932,2025-02-09,Atlantic,Consumer,Health & Beauty,Standard,1,13.76,0.05,13.07,3.93,26,40,1,5.8
933,2025-08-19,Atlantic,Corporate,Office Supplies,Pickup,3,49.52,0.1,133.7,20.4,58,32,0,2.1
934,2025-03-23,Atlantic,Corporate,Electronics,Express,3,161.45,0,484.35,37.02,14,24,1,4.9
935,2025-12-18,Prairies,Consumer,Seasonal,Pickup,4,46.16,0.2,147.71,12.23,116,41,0,7.7
936,2025-09-17,BC,Small Business,Electronics,Standard,1,267.59,0,267.59,43.78,42,49,0,7.1
937,2025-09-21,BC,Consumer,Grocery,Standard,8,13.29,0,106.32,14.93,123,29,0,2.8
938,2025-06-19,Prairies,Consumer,Office Supplies,Express,1,33.24,0.05,31.58,7.81,65,33,0,5.8
939,2025-03-28,Ontario,Small Business,Grocery,Same Day,3,17.35,0,52.05,8.47,93,38,0,5.9
940,2025-03-15,BC,Small Business,Apparel,Same Day,1,32.39,0,32.39,12.07,152,23,0,7.1
941,2025-07-06,Prairies,Consumer,Office Supplies,Pickup,6,33.38,0,200.28,61.13,176,27,0,4.7
942,2025-12-02,Prairies,Consumer,Electronics,Pickup,4,206.43,0,825.72,93.84,80,44,0,9.1
943,2025-04-19,Prairies,Consumer,Office Supplies,Standard,4,46.78,0.1,168.41,26.17,154,40,0,4.9
944,2025-01-12,Quebec,Corporate,Seasonal,Standard,6,61.77,0.2,296.5,32.98,71,28,0,9.3
945,2025-06-11,Atlantic,Small Business,Home,Pickup,6,49.89,0.05,284.37,43.46,13,39,0,5.7
946,2025-10-19,Ontario,Corporate,Grocery,Standard,1,17.74,0,17.74,3.93,38,42,1,8.4
947,2025-07-24,Atlantic,Small Business,Office Supplies,Same Day,3,34.79,0.15,88.71,17.64,20,22,0,4.3
948,2025-04-11,Prairies,Corporate,Office Supplies,Pickup,4,39.33,0.15,133.72,11.68,205,38,0,0.8
949,2025-12-17,BC,Small Business,Office Supplies,Express,3,30.17,0,90.51,22.84,19,30,0,6.1
950,2025-10-09,BC,Consumer,Apparel,Express,3,48.85,0.05,139.22,40.03,161,53,0,5.1
951,2025-04-12,BC,Corporate,Office Supplies,Same Day,1,48.14,0.1,43.33,4.97,158,35,0,6.1
952,2025-07-19,Atlantic,Corporate,Office Supplies,Same Day,1,37.02,0.05,35.17,11.33,158,49,0,5.2
953,2025-07-26,Prairies,Consumer,Apparel,Standard,1,60.46,0.05,57.44,15.6,81,29,0,4.2
954,2025-05-13,Quebec,Corporate,Grocery,Express,6,21.99,0,131.94,34.59,145,22,0,0.5
955,2025-12-26,Prairies,Consumer,Seasonal,Same Day,1,75.3,0.1,67.77,17.92,104,31,0,7.8
956,2025-03-02,Quebec,Consumer,Electronics,Express,1,255.66,0.2,204.53,-5.89,118,36,0,6.3
957,2025-03-16,BC,Corporate,Grocery,Pickup,7,23.87,0.05,158.74,32.57,24,47,1,11.1
958,2025-08-01,Ontario,Corporate,Office Supplies,Same Day,3,28.45,0.1,76.81,16.78,176,29,0,5.0
959,2025-06-10,BC,Consumer,Seasonal,Pickup,8,48.2,0.2,308.48,13.71,84,36,0,4.2
960,2025-03-09,Ontario,Small Business,Home,Pickup,2,68.21,0,136.42,33.14,205,51,0,5.8
961,2025-11-25,BC,Corporate,Office Supplies,Express,3,30.27,0,90.81,30.36,141,42,0,4.2
962,2025-02-25,Ontario,Small Business,Health & Beauty,Same Day,2,37.34,0.2,59.74,13.44,51,45,0,6.8
963,2025-09-07,Prairies,Small Business,Office Supplies,Standard,4,5,0.1,18.0,3.61,152,26,0,4.7
964,2025-07-28,Prairies,Corporate,Seasonal,Standard,1,72.02,0.05,68.42,16.49,147,25,0,7.7
965,2025-06-22,Ontario,Consumer,Grocery,Express,4,14.78,0,59.12,11.34,55,23,0,4.2
966,2025-01-06,Quebec,Consumer,Health & Beauty,Same Day,6,16.91,0,101.46,32.05,150,31,0,5.8
967,2025-11-29,Prairies,Corporate,Grocery,Standard,3,9.35,0,28.05,5.03,14,31,1,5.6
968,2025-04-29,Prairies,Small Business,Office Supplies,Standard,2,30.74,0,61.48,16.2,68,34,0,4.4
969,2025-10-11,Ontario,Small Business,Health & Beauty,Same Day,4,21.92,0.15,74.53,15.96,51,24,0,6.1
970,2025-07-19,Quebec,Corporate,Apparel,Pickup,3,26.02,0,78.06,25.72,176,49,0,7.1
971,2025-02-26,Quebec,Small Business,Office Supplies,Pickup,3,25.35,0,76.05,17.27,102,50,0,6.7
972,2025-07-31,Atlantic,Small Business,Seasonal,Express,4,41.18,0.15,140.01,8.39,219,21,0,6.3
973,2025-01-13,Prairies,Small Business,Seasonal,Pickup,1,119.73,0.2,95.78,-4.94,0,39,1,6.8
974,2025-01-28,Ontario,Consumer,Electronics,Express,7,260.3,0.1,1639.89,44.32,74,48,0,7.0
975,2025-08-14,Atlantic,Consumer,Seasonal,Same Day,4,53.46,0,213.84,47.8,190,51,0,5.5
976,2025-02-21,BC,Consumer,Electronics,Pickup,2,145.78,0,291.56,51.14,188,26,0,6.3
977,2025-05-17,Ontario,Small Business,Electronics,Standard,4,230.43,0.2,737.38,-47.31,10,28,0,7.3
978,2025-04-18,Quebec,Small Business,Apparel,Pickup,5,48.76,0.15,207.23,31.57,88,35,0,4.9
979,2025-06-21,Prairies,Corporate,Home,Pickup,1,106.8,0,106.8,22.76,109,54,0,2.9
980,2025-05-19,Quebec,Corporate,Office Supplies,Express,6,30.37,0,182.22,50.15,210,34,0,6.3
981,2025-10-18,BC,Consumer,Apparel,Same Day,6,67.91,0.15,346.34,63.27,111,34,0,5.0
982,2025-07-08,Atlantic,Corporate,Health & Beauty,Same Day,5,30.64,0,153.2,59.67,111,52,0,3.8
983,2025-01-24,Ontario,Small Business,Grocery,Same Day,2,17.17,0.2,27.47,1.38,64,47,0,7.2
984,2025-06-01,Prairies,Small Business,Health & Beauty,Standard,5,28.07,0.05,133.33,43.06,113,38,0,3.6
985,2025-02-22,Atlantic,Small Business,Seasonal,Same Day,4,51.35,0,205.4,44.35,132,34,0,4.8
986,2025-11-24,Prairies,Consumer,Home,Pickup,7,69.3,0.05,460.84,89.02,7,37,1,9.3
987,2025-03-27,Atlantic,Corporate,Office Supplies,Standard,1,22.62,0.15,19.23,3.74,27,25,0,4.6
988,2025-06-30,Prairies,Small Business,Grocery,Pickup,1,12.38,0,12.38,2.59,2,31,1,5.5
989,2025-03-09,BC,Small Business,Office Supplies,Standard,2,21.17,0,42.34,13.39,46,30,0,8.6
990,2025-09-26,Atlantic,Corporate,Grocery,Express,7,19.9,0.2,111.44,10.93,139,44,0,4.8
991,2025-12-25,Ontario,Small Business,Electronics,Express,5,80.4,0,402.0,31.34,38,43,1,8.7
992,2025-03-16,Atlantic,Corporate,Grocery,Express,2,23.88,0,47.76,9.54,188,24,0,8.6
993,2025-04-24,Atlantic,Corporate,Electronics,Express,3,154.61,0,463.83,23.75,209,44,0,4.1
994,2025-05-29,Atlantic,Small Business,Health & Beauty,Standard,3,14.11,0.15,35.98,7.63,88,44,0,4.6
